Geneid,GSM5290389_Snr1KD_RNA-seq_Ov_rep1,GSM5290390_Snr1KD_RNA-seq_Ov_rep2,GSM5290391_mod_mdg4KD_RNA-seq_Ov_rep1,GSM5290392_mod_mdg4KD_RNA-seq_Ov_rep2
FBgn0037108,4968,6222,6690,6382
FBgn0037110,1789,1707,2523,2212
FBgn0043783,40,30,68,48
FBgn0052445,2,0,0,2
FBgn0052446,4607,5026,8910,7668
FBgn0037115,2,1,1,0
FBgn0037117,4506,5849,5264,5181
FBgn0037121,2053,2212,4628,4170
FBgn0037125,0,0,0,0
FBgn0037128,3,5,11,5
FBgn0037131,0,0,0,0
FBgn0037133,1,1,1,0
FBgn0000560,0,0,0,0
FBgn0022936,3396,4169,3882,3241
FBgn0037134,1775,1557,3711,3524
FBgn0037135,29202,24722,57804,56317
FBgn0037139,0,0,1,0
FBgn0037138,10658,12003,14900,15273
FBgn0046301,1627,1661,2200,2018
FBgn0052448,233,255,664,414
FBgn0037130,611,658,268,343
FBgn0037129,0,0,0,1
FBgn0037127,1,0,0,0
FBgn0037126,0,2,3,5
FBgn0037124,0,0,0,0
FBgn0037123,1,0,0,0
FBgn0037122,0,0,1,0
FBgn0037120,4909,5878,6553,6356
FBgn0052447,5,3,1,2
FBgn0037116,5463,5745,5570,5164
FBgn0037114,6,4,9,13
FBgn0037109,10017,8951,13262,12965
FBgn0037107,2,1,4,3
FBgn0037105,1413,1919,2243,2347
FBgn0037140,7,7,16,10
FBgn0037142,5075,6215,4924,4930
FBgn0037143,4,10,7,3
FBgn0037144,3997,3858,6185,5892
FBgn0029091,4,1,2,1
FBgn0037146,27,18,12,33
FBgn0000045,3,2,6,6
FBgn0004514,454,421,56,44
FBgn0037149,1160,975,1869,1703
FBgn0000100,76250,60195,187419,180476
FBgn0004414,0,0,0,0
FBgn0037151,773,764,946,934
FBgn0037150,3547,4757,5186,5026
FBgn0027532,8220,8642,7462,7212
FBgn0037147,1,2,0,0
FBgn0037141,6491,7988,6556,6499
FBgn0052449,0,0,0,0
FBgn0015075,3802,3251,6967,6872
FBgn0004179,12457,14971,16968,16755
FBgn0025702,1822,1616,1252,925
FBgn0027086,28924,40257,35911,37533
FBgn0052450,1,0,0,0
FBgn0037162,0,0,0,0
FBgn0037164,19,7,51,65
FBgn0037165,0,1,1,0
FBgn0037166,169,197,283,328
FBgn0037167,0,2,2,4
FBgn0037163,540,527,3765,3895
FBgn0004449,2784,2965,3553,3426
FBgn0011771,5737,7159,5015,5168
FBgn0037156,3953,3706,6367,5502
FBgn0028500,7406,7609,7417,7478
FBgn0037169,0,3,0,0
FBgn0037170,0,0,0,0
FBgn0037172,0,0,0,0
FBgn0037174,0,0,1,0
FBgn0037176,0,0,0,0
FBgn0037179,0,0,0,0
FBgn0037180,0,0,0,0
FBgn0052453,0,0,0,0
FBgn0037181,0,0,0,0
FBgn0052452,4950,5408,5742,5523
FBgn0037185,3907,4651,5446,4964
FBgn0260481,24,22,20,35
FBgn0037188,6445,7408,6884,6723
FBgn0052451,14407,15770,17758,17597
FBgn0037191,0,1,0,0
FBgn0010830,5311,4673,8164,7265
FBgn0037186,159,149,1607,1294
FBgn0037184,2472,2733,2497,2272
FBgn0037183,19,20,20,14
FBgn0037182,8096,8035,11251,10953
FBgn0037178,0,0,0,0
FBgn0037177,0,0,0,0
FBgn0037175,0,0,0,0
FBgn0037171,0,0,0,0
FBgn0037195,1,1,3,0
FBgn0037197,1,0,0,0
FBgn0053169,823,900,819,537
FBgn0037200,2308,2410,3810,3233
FBgn0037202,3250,2943,4893,4527
FBgn0037203,2198,1980,9094,7775
FBgn0037204,19,11,21,8
FBgn0037205,4487,5568,5827,5416
FBgn0037206,119,96,144,170
FBgn0037207,5113,5288,8985,8828
FBgn0052457,0,0,0,0
FBgn0052461,0,0,0,0
FBgn0044324,18111,20042,20816,19715
FBgn0010348,27578,35784,47004,43382
FBgn0020518,0,1,5,7
FBgn0037199,5252,4855,8854,6953
FBgn0052459,3,4,2,2
FBgn0052462,0,0,0,0
FBgn0052460,1,0,0,0
FBgn0037397,0,1,0,0
FBgn0046878,3,1,4,4
FBgn0037402,0,1,0,0
FBgn0037405,4205,1379,9394,6589
FBgn0037406,0,0,0,0
FBgn0051562,0,0,0,0
FBgn0037408,6,4,10,7
FBgn0037409,0,6,5,4
FBgn0037410,45,29,183,227
FBgn0037411,0,0,0,0
FBgn0037413,0,0,0,0
FBgn0027527,0,0,0,0
FBgn0037414,0,0,0,0
FBgn0037415,8,8,22,18
FBgn0037416,1,2,6,16
FBgn0037417,0,0,0,0
FBgn0037419,0,0,0,1
FBgn0037421,0,0,0,1
FBgn0037422,0,0,1,0
FBgn0040279,0,0,0,0
FBgn0037424,0,2,1,1
FBgn0051561,0,0,0,0
FBgn0051560,0,0,0,0
FBgn0037427,7,9,1,6
FBgn0037428,2,0,0,0
FBgn0037420,0,0,0,0
FBgn0037418,0,0,0,0
FBgn0037412,0,0,0,0
FBgn0051559,16,8,68,53
FBgn0046875,0,0,0,0
FBgn0046876,0,1,0,1
FBgn0026077,43,60,93,121
FBgn0037399,0,0,0,0
FBgn0037398,0,0,0,0
FBgn0037396,0,2,5,0
FBgn0037374,6504,8127,10607,9592
FBgn0037375,9,1,4,5
FBgn0028690,24221,26845,32215,30960
FBgn0037377,5553,5955,9023,7760
FBgn0037379,10432,11258,11383,10460
FBgn0037384,5559,7118,7824,7295
FBgn0037386,21,5,6,4
FBgn0037387,20,7,51,38
FBgn0037388,0,0,0,0
FBgn0037389,0,0,0,0
FBgn0028436,2015,1786,2682,2331
FBgn0037395,1,0,2,3
FBgn0003261,57885,62905,99229,103059
FBgn0010403,0,0,2,1
FBgn0011281,0,0,1,0
FBgn0040679,0,0,0,0
FBgn0037391,924,971,1371,1385
FBgn0029088,6004,7409,6113,5993
FBgn0037383,1480,1316,1802,1631
FBgn0037382,3799,4499,4334,4162
FBgn0037378,3545,3587,5841,4945
FBgn0037376,9416,11138,14905,14013
FBgn0037372,4011,4999,7496,6846
FBgn0037329,1727,1188,3316,3090
FBgn0011715,417,313,10738,8972
FBgn0037332,3723,4163,4702,4715
FBgn0051550,3175,2885,4170,3987
FBgn0010051,5700,6592,7064,7424
FBgn0037338,5971,7551,6417,6001
FBgn0037341,2655,2660,3863,3449
FBgn0041191,6050,7574,8689,8292
FBgn0037345,619,800,1013,802
FBgn0037347,2768,3577,3683,3498
FBgn0019637,5245,4249,10127,9280
FBgn0037351,43754,27037,148867,137039
FBgn0051551,17,13,7,7
FBgn0051549,4091,3002,11586,8656
FBgn0037354,2931,2352,8332,6916
FBgn0037356,1334,868,3991,3485
FBgn0037359,1924,2168,2159,1876
FBgn0046222,6568,5715,11039,10321
FBgn0037363,11027,11786,12600,12998
FBgn0037368,3581,3925,4322,3604
FBgn0037370,4432,4297,7499,6772
FBgn0027497,3817,3275,6204,5754
FBgn0037371,7961,9751,8442,8314
FBgn0037369,3789,4707,5420,5197
FBgn0004878,79,75,105,103
FBgn0037365,2,5,0,2
FBgn0037364,7346,8989,7973,7377
FBgn0010772,3920,4178,6034,5665
FBgn0037360,19292,18763,25400,23637
FBgn0037358,7728,8533,16459,14590
FBgn0027951,13566,14618,17770,17066
FBgn0051548,2769,2112,6187,5978
FBgn0051546,20,23,8,6
FBgn0044823,3188,4100,4728,4662
FBgn0037350,711,759,1084,911
FBgn0017550,13063,12815,21890,21233
FBgn0014366,5220,4930,7226,6685
FBgn0037344,15990,17492,16968,17099
FBgn0037342,2259,1658,3430,2978
FBgn0037340,836,841,1471,1205
FBgn0037339,7557,8177,10495,10670
FBgn0037336,10027,11293,13232,13312
FBgn0010399,6,6,3,6
FBgn0051547,135,115,120,125
FBgn0015402,4173,3769,5275,4971
FBgn0025825,0,0,0,0
FBgn0037330,2736,2324,5397,4821
FBgn0037328,26235,16100,116261,104402
FBgn0037327,11655,12100,10772,10596
FBgn0037295,0,0,0,0
FBgn0037294,0,0,0,0
FBgn0037297,2304,1916,2730,2459
FBgn0037299,1958,1766,3432,2900
FBgn0037301,4562,4916,5285,4953
FBgn0037304,42,38,85,64
FBgn0037310,9,4,16,19
FBgn0051542,0,0,0,0
FBgn0003275,1905,1741,5723,4310
FBgn0011965,0,0,0,0
FBgn0037325,0,0,0,0
FBgn0037324,0,0,0,0
FBgn0037323,0,0,1,1
FBgn0037322,0,0,0,0
FBgn0001311,104,129,15,19
FBgn0037320,0,1,0,0
FBgn0037315,7527,7637,11125,11250
FBgn0037312,1979,1519,5356,4502
FBgn0051538,8,9,35,26
FBgn0037307,2,0,0,0
FBgn0037305,2800,3284,5389,4395
FBgn0260462,15585,14893,24709,23676
FBgn0053293,12,8,16,23
FBgn0040208,6188,6021,9455,9418
FBgn0037298,5149,4334,12900,11855
FBgn0037296,15,10,15,13
FBgn0004913,18822,21080,23483,23308
FBgn0037290,546,284,851,714
FBgn0037293,1997,2129,2332,2284
FBgn0040684,0,0,0,0
FBgn0010313,2076,2542,14255,13678
FBgn0037292,6,2,3,3
FBgn0037291,3,2,1,1
FBgn0037288,4,12,8,5
FBgn0004436,8519,11562,10542,9802
FBgn0004183,121,172,77,36
FBgn0020280,0,0,0,0
FBgn0037262,3475,3909,4876,4596
FBgn0037263,802,848,1203,1142
FBgn0022981,18462,22882,26446,24950
FBgn0037265,1437,1632,1925,2281
FBgn0010750,4928,4482,9941,9347
FBgn0037279,2964,3800,4272,4515
FBgn0037280,0,1,3,3
FBgn0037284,0,0,0,0
FBgn0037283,0,0,0,0
FBgn0037282,4002,4448,5917,5881
FBgn0026417,891,1120,1080,986
FBgn0037276,2,2,9,5
FBgn0037275,23,16,11,19
FBgn0027570,2669,2010,7411,9873
FBgn0037270,12759,8927,28939,26779
FBgn0040466,2312,2964,2650,2130
FBgn0037261,7217,8083,15340,13849
FBgn0052945,0,0,0,0
FBgn0027930,1180,1297,1070,964
FBgn0037232,2568,3057,2242,2288
FBgn0040687,1,1,2,0
FBgn0037235,9020,10132,10997,10014
FBgn0037238,11,7,28,31
FBgn0037239,4399,4173,6022,5689
FBgn0037240,11307,14611,10131,10525
FBgn0003882,7223,9271,8100,7777
FBgn0037241,2252,2677,2278,2223
FBgn0037244,3372,4009,4554,4016
FBgn0051528,6,0,5,3
FBgn0051525,3,0,0,0
FBgn0037250,5110,6430,6592,5975
FBgn0037252,7391,7961,6575,6253
FBgn0037254,6,11,0,3
FBgn0037255,5139,4867,10377,9543
FBgn0051526,0,0,0,0
FBgn0037260,1,0,1,6
FBgn0051523,12069,15742,16198,15518
FBgn0051522,1299,1505,4116,4714
FBgn0037251,1008,978,1682,1382
FBgn0037249,32739,33086,63045,60341
FBgn0037248,34846,45740,41052,41954
FBgn0052944,8,2,5,6
FBgn0037242,5061,5500,7524,6873
FBgn0037236,7953,9599,9178,8228
FBgn0037231,3357,4034,5420,4743
FBgn0037230,6,2,5,8
FBgn0037213,1004,1171,2478,2649
FBgn0037215,3863,3537,10871,10484
FBgn0037218,9524,10970,9901,9588
FBgn0015331,1875,1920,2144,2049
FBgn0010225,1945,1935,4086,3953
FBgn0037223,3,0,2,1
FBgn0037224,0,0,0,0
FBgn0037227,2,4,41,28
FBgn0041621,0,3,0,0
FBgn0037228,5,18,12,13
FBgn0037229,13,15,10,7
FBgn0037225,6,5,0,5
FBgn0037220,7695,8196,9865,9025
FBgn0051516,1,1,0,1
FBgn0037217,44,39,88,117
FBgn0000500,0,0,0,0
FBgn0031670,7240,8380,10689,8893
FBgn0000299,4807,4306,18914,21248
FBgn0260470,0,0,0,0
FBgn0031676,3995,4760,3587,3403
FBgn0031682,4483,3383,6629,5749
FBgn0031683,2248,2627,2712,2837
FBgn0031684,2542,2605,3999,3165
FBgn0031681,7830,8382,11587,13903
FBgn0028694,16911,15558,28984,26110
FBgn0031678,3286,4429,2912,2780
FBgn0031677,5941,7883,11577,8286
FBgn0022023,19320,17321,34318,32012
FBgn0031675,60,62,77,50
FBgn0031673,4517,5426,6568,6056
FBgn0016075,3375,2905,12934,15600
FBgn0031668,0,0,0,0
FBgn0053113,16367,17976,25415,26469
FBgn0051971,1,0,0,0
FBgn0046776,6038,8354,5737,5035
FBgn0031693,4,9,3,2
FBgn0031694,4,8,2,1
FBgn0031695,29,31,15,14
FBgn0031696,5515,5641,6184,6127
FBgn0016076,489,606,819,898
FBgn0015031,3988,3238,8239,6954
FBgn0031701,0,1,0,2
FBgn0016920,1,13,1,2
FBgn0016660,56,81,111,166
FBgn0031703,1902,2160,1629,1458
FBgn0031702,0,1,1,2
FBgn0031700,4,1,3,4
FBgn0031698,9555,10030,11017,11369
FBgn0031697,2,1,2,1
FBgn0000228,6272,6531,8127,8040
FBgn0003716,7017,7922,9417,9242
FBgn0051914,0,0,0,0
FBgn0031707,0,0,0,0
FBgn0000318,4983,4690,10329,8179
FBgn0031711,5668,4571,9596,8789
FBgn0051989,1224,1453,1494,1439
FBgn0051648,2138,2248,2492,2060
FBgn0051915,3004,3650,2961,2719
FBgn0002525,13842,13517,26063,25019
FBgn0031717,216,286,569,545
FBgn0031719,0,0,0,0
FBgn0031721,1,0,0,0
FBgn0004620,13,19,32,23
FBgn0041719,0,2,0,0
FBgn0031724,4,2,0,0
FBgn0031728,2,0,11,12
FBgn0031729,0,2,0,0
FBgn0051646,0,1,0,0
FBgn0031725,0,0,1,0
FBgn0031723,1,0,1,0
FBgn0031722,0,0,0,0
FBgn0031720,0,0,0,0
FBgn0031718,0,1,0,0
FBgn0014189,20908,21061,28998,26915
FBgn0031716,2,1,1,3
FBgn0031715,14,12,34,35
FBgn0031713,2381,1707,4769,4153
FBgn0031710,2976,3941,3542,3562
FBgn0031708,1106,1078,1555,1386
FBgn0051647,0,0,0,0
FBgn0031730,1,0,7,8
FBgn0024191,1835,1272,3076,2710
FBgn0031736,4771,5048,5925,5866
FBgn0031735,3,2,3,10
FBgn0051912,4,5,0,0
FBgn0051913,0,0,0,0
FBgn0031740,1892,1587,2703,2362
FBgn0031741,2196,1904,1888,1753
FBgn0031746,0,0,0,0
FBgn0043362,782,841,511,599
FBgn0015381,0,0,0,1
FBgn0001128,11529,11510,20723,20278
FBgn0031752,3415,4172,3429,3610
FBgn0031753,2,5,5,6
FBgn0031751,0,0,0,0
FBgn0031749,0,0,1,0
FBgn0031747,0,1,2,1
FBgn0002855,4,6,2,7
FBgn0002856,1,7,4,4
FBgn0031745,283,353,719,808
FBgn0051644,1,0,0,0
FBgn0031739,3359,3129,4441,3881
FBgn0031738,4122,5121,5701,5374
FBgn0031737,6,6,10,9
FBgn0031734,696,898,1954,3155
FBgn0031733,0,0,0,1
FBgn0031732,3,0,1,0
FBgn0031731,0,0,0,0
FBgn0003980,10710,5104,79491,67914
FBgn0031757,15,17,40,46
FBgn0031758,1,0,0,0
FBgn0001942,102808,108048,203904,197711
FBgn0001941,11382,12979,14401,13941
FBgn0031760,344,478,997,1032
FBgn0031763,2,1,0,0
FBgn0051643,2294,2856,2255,2023
FBgn0031768,2103,1712,2913,2769
FBgn0031769,19997,21575,35264,33483
FBgn0031770,0,2,11,9
FBgn0031772,1090,1040,1721,1360
FBgn0031774,1100,1101,1805,1636
FBgn0031776,3504,5352,8305,6323
FBgn0051642,36,69,48,74
FBgn0031784,4,2,0,1
FBgn0031785,0,0,0,0
FBgn0040950,1,0,0,2
FBgn0031786,1,1,0,0
FBgn0051639,0,1,0,0
FBgn0031782,2376,1942,4703,4140
FBgn0031779,2264,2182,4197,3945
FBgn0031777,372,437,876,830
FBgn0031775,4,3,5,2
FBgn0031773,2239,2516,2240,2131
FBgn0031771,7958,6735,17521,16017
FBgn0029161,217,248,134,138
FBgn0000052,10661,10586,9224,9090
FBgn0031766,539,485,1733,1475
FBgn0025742,3278,2850,4803,4654
FBgn0031764,2135,1799,2950,2753
FBgn0001170,1,0,0,0
FBgn0001089,40,20,61,76
FBgn0031759,18394,18210,20804,21577
FBgn0000308,30787,38862,51765,48060
FBgn0031756,1253,1369,3186,3412
FBgn0003979,31091,17211,197492,197412
FBgn0040949,100,99,243,170
FBgn0026755,0,0,0,0
FBgn0031791,0,2,17,4
FBgn0260452,0,0,0,0
FBgn0015623,13125,12632,17794,16680
FBgn0031803,0,0,0,0
FBgn0031805,30,54,286,432
FBgn0043854,3756,2939,3856,3824
FBgn0031808,0,0,0,0
FBgn0031811,153,130,226,184
FBgn0031815,4901,5086,8276,7899
FBgn0031820,14399,16577,13191,13213
FBgn0027496,3241,2739,7675,6605
FBgn0051638,2510,2661,3108,2835
FBgn0031824,2482,2235,3854,3379
FBgn0031822,1987,2027,2624,2110
FBgn0031821,80,106,56,63
FBgn0031818,2863,2242,4761,4441
FBgn0031817,661,635,946,907
FBgn0031816,470,452,710,646
FBgn0031814,1347,1287,4101,3854
FBgn0011722,31,17,46,54
FBgn0031804,0,0,0,0
FBgn0031801,63,28,101,172
FBgn0031800,1,2,4,11
FBgn0031799,6765,6725,6947,6807
FBgn0031792,0,0,0,0
FBgn0031826,2,2,0,1
FBgn0051637,2257,2337,3565,3473
FBgn0031830,7293,6505,14239,12031
FBgn0031831,5,6,2,2
FBgn0031836,8890,9265,11863,11225
FBgn0031842,9822,11216,14597,14725
FBgn0028467,7169,7405,7788,7283
FBgn0000392,0,0,0,0
FBgn0031851,4032,4638,6393,6239
FBgn0046704,5892,5788,8407,8381
FBgn0031853,2,1,0,0
FBgn0031855,8,8,9,6
FBgn0051910,0,0,0,0
FBgn0031854,0,1,0,0
FBgn0025777,8812,9297,14567,13392
FBgn0025595,5,0,3,0
FBgn0031850,2,7,2,3
FBgn0031849,16,17,17,15
FBgn0028703,7733,9127,11447,11682
FBgn0031848,1890,1876,2384,2036
FBgn0000351,5266,5089,8953,8289
FBgn0028990,3383,2945,5808,5204
FBgn0031844,30,41,40,35
FBgn0051636,2,4,0,2
FBgn0051633,1469,2151,1596,1476
FBgn0051635,7678,8348,10702,11235
FBgn0051634,2,3,2,0
FBgn0031837,60,71,93,124
FBgn0031834,2435,3084,2636,2405
FBgn0031832,2241,2455,3398,3066
FBgn0031829,19,19,49,34
FBgn0031858,3,1,0,2
FBgn0051631,0,0,0,0
FBgn0031860,1,1,2,0
FBgn0051632,0,0,0,1
FBgn0017551,7751,6511,10799,9857
FBgn0031866,7,9,7,10
FBgn0031868,7368,8235,9017,9128
FBgn0004838,86109,109090,155073,158437
FBgn0020616,5754,7070,6372,6150
FBgn0031875,7215,7662,8332,7700
FBgn0031877,517,467,948,894
FBgn0021944,4191,2960,8651,7339
FBgn0031879,3,2,4,2
FBgn0016978,4427,4354,8930,7574
FBgn0031878,4944,5839,10290,9773
FBgn0031876,1083,1371,1255,1120
FBgn0031874,742,1007,1390,1338
FBgn0031873,1225,1696,2133,1682
FBgn0031872,3007,2893,2191,2009
FBgn0031871,4595,5087,5745,5090
FBgn0031869,93,78,108,148
FBgn0028554,10114,11667,21156,17825
FBgn0026196,18217,19716,33785,34262
FBgn0052829,33,19,26,33
FBgn0011737,4789,4836,5515,5013
FBgn0042092,3994,4904,5909,5321
FBgn0031865,1806,1400,2265,2163
FBgn0031861,0,4,0,0
FBgn0042189,6,1,0,0
FBgn0015776,4418,4744,24443,23551
FBgn0031857,27,21,33,29
FBgn0031856,0,1,0,0
FBgn0003046,1,3,4,1
FBgn0031881,1768,2053,2063,1853
FBgn0031885,7894,9444,9291,9238
FBgn0031887,0,0,2,1
FBgn0031893,4185,5303,5444,4884
FBgn0051909,0,0,2,0
FBgn0031900,145,128,221,229
FBgn0031897,8777,10843,10451,10351
FBgn0031896,8900,10069,12676,12445
FBgn0031895,5386,5663,6994,6946
FBgn0031894,821,966,1070,961
FBgn0031888,8,6,9,11
FBgn0031886,2853,3582,4766,4316
FBgn0051907,4,3,0,0
FBgn0031882,2378,3050,3553,3232
FBgn0051908,5944,6189,8752,8390
FBgn0031902,15,9,6,4
FBgn0031903,0,0,0,0
FBgn0002938,0,0,0,0
FBgn0031905,3,1,0,0
FBgn0031907,36,94,70,94
FBgn0031908,69,75,224,186
FBgn0031910,1,0,1,3
FBgn0028387,5150,5806,5226,5067
FBgn0031914,2890,3321,8571,9582
FBgn0031918,136,75,267,245
FBgn0031920,1,0,0,0
FBgn0011283,0,0,0,1
FBgn0045495,0,1,0,0
FBgn0041247,0,0,0,0
FBgn0025697,43,64,52,66
FBgn0031913,8325,8713,14923,22847
FBgn0031909,1662,1856,2952,2511
FBgn0031906,14,17,47,55
FBgn0031904,5741,7667,8776,8177
FBgn0083141,0,0,2,0
FBgn0031925,0,0,0,0
FBgn0031926,55,65,105,166
FBgn0040299,46,68,15,46
FBgn0041181,35,42,34,45
FBgn0031941,0,0,0,0
FBgn0003961,0,0,0,0
FBgn0031946,2,0,0,0
FBgn0031947,9422,11352,12386,11465
FBgn0031951,4019,5028,5824,5041
FBgn0031952,4858,5034,4605,4719
FBgn0031950,4791,4982,4753,4580
FBgn0025687,63,54,95,96
FBgn0031948,1501,2109,792,773
FBgn0031942,0,0,0,0
FBgn0031940,4,7,23,27
FBgn0014454,0,0,0,0
FBgn0031939,263,374,320,351
FBgn0031937,5,7,4,5
FBgn0031936,1,3,2,0
FBgn0031935,12,5,14,6
FBgn0053296,11,5,2,6
FBgn0041182,568,734,5917,5943
FBgn0031929,0,0,0,1
FBgn0027515,9433,11160,11524,11012
FBgn0004177,32071,39158,66039,63652
FBgn0031954,1,0,0,0
FBgn0011861,0,0,0,0
FBgn0031968,1590,1773,1984,1717
FBgn0031975,1199,1047,1725,1480
FBgn0031977,6489,7786,12950,10245
FBgn0044323,7813,7174,11218,11392
FBgn0031979,401,331,552,485
FBgn0031981,2977,3215,3554,3684
FBgn0010287,1050,831,1262,1101
FBgn0013531,1500,1557,2314,1862
FBgn0011230,30266,34269,41314,44620
FBgn0031980,64597,61329,109927,87712
FBgn0031976,2,1,4,2
FBgn0031974,1392,1954,2202,2030
FBgn0031973,82,72,138,147
FBgn0031972,1321,1283,1570,1551
FBgn0031970,24,11,35,47
FBgn0031969,16296,18259,21103,20813
FBgn0053121,1,0,0,1
FBgn0051902,0,0,0,1
FBgn0031961,92,137,356,269
FBgn0031959,6,4,17,15
FBgn0045038,2,6,6,3
FBgn0031957,0,0,2,1
FBgn0031955,38,71,70,67
FBgn0020618,88636,59648,238008,230948
FBgn0031986,1,0,0,1
FBgn0031988,7844,9040,9408,8758
FBgn0051606,2,3,2,4
FBgn0031996,4010,4671,5421,4988
FBgn0031997,2183,2699,2960,2377
FBgn0031999,782,887,363,323
FBgn0015299,3262,4347,9299,7052
FBgn0032002,303,384,365,317
FBgn0032003,0,1,1,0
FBgn0032008,0,0,1,0
FBgn0011902,0,0,0,0
FBgn0032013,20,31,44,37
FBgn0032014,29721,35659,42826,34736
FBgn0032016,2639,3190,3026,2605
FBgn0032018,5938,7246,5963,6180
FBgn0032020,2410,2763,3983,3065
FBgn0032022,152,144,410,366
FBgn0032024,0,0,0,0
FBgn0032025,243,177,847,746
FBgn0051901,0,3,3,2
FBgn0032026,41447,46494,53791,52415
FBgn0032021,181,281,688,664
FBgn0032017,1426,2060,1669,1628
FBgn0032015,4554,5234,6375,5866
FBgn0003502,12434,13844,16556,16386
FBgn0032010,28,28,35,58
FBgn0028987,0,0,0,0
FBgn0032006,1168,1451,1855,2214
FBgn0032005,7424,8423,12172,11599
FBgn0032004,19,29,17,12
FBgn0032000,2420,2464,4072,3563
FBgn0003607,14587,16915,24089,20637
FBgn0031998,4267,5778,2867,3820
FBgn0031992,3091,3590,5599,4356
FBgn0031990,7747,8614,8304,8734
FBgn0031987,3125,3052,5029,4407
FBgn0031985,4850,5746,4780,5050
FBgn0032029,3396,3993,5556,4977
FBgn0032030,2914,3028,3626,3386
FBgn0032032,591,1031,1218,1143
FBgn0032034,4287,5088,6044,4882
FBgn0032036,4444,6639,5773,8702
FBgn0041717,6,18,0,0
FBgn0032039,1,0,1,0
FBgn0032040,0,1,0,0
FBgn0051898,940,1620,1180,1061
FBgn0020497,22957,30882,28069,28990
FBgn0027932,25603,26352,45029,46834
FBgn0051897,402,551,472,448
FBgn0029173,4936,5434,4669,4222
FBgn0053194,1,2,6,2
FBgn0051896,0,0,0,0
FBgn0032047,1399,1659,1672,1591
FBgn0032052,4947,6181,6025,5542
FBgn0032054,2407,2343,3147,2928
FBgn0032055,23,10,28,57
FBgn0016122,10974,9828,19165,19688
FBgn0028394,722,914,2282,2154
FBgn0051603,0,0,0,0
FBgn0011259,1253,1510,3226,3441
FBgn0051895,0,0,0,0
FBgn0051602,0,0,0,0
FBgn0051604,0,0,0,0
FBgn0032053,1431,1298,3028,2554
FBgn0032051,7727,8998,11565,11090
FBgn0032050,13375,14155,20738,20142
FBgn0032048,3,1,0,0
FBgn0032049,0,0,0,0
FBgn0051892,0,0,0,0
FBgn0026718,7189,9326,6922,6179
FBgn0027490,4251,4771,4266,3970
FBgn0001137,1408,1383,1839,1757
FBgn0032042,3524,4240,3286,3016
FBgn0014417,5173,5673,7225,6385
FBgn0001084,939,1042,829,759
FBgn0040959,2,2,8,1
FBgn0040958,8,9,23,15
FBgn0040098,0,0,0,0
FBgn0015583,0,0,0,0
FBgn0032033,1793,1990,1726,1582
FBgn0032031,790,807,1504,1572
FBgn0001114,6,13,20,30
FBgn0051889,0,0,0,0
FBgn0051890,0,0,0,0
FBgn0032061,40,57,22,21
FBgn0032065,0,0,0,0
FBgn0029123,1,0,0,2
FBgn0052986,0,0,0,0
FBgn0052987,0,0,0,0
FBgn0052988,0,0,0,0
FBgn0052983,0,0,0,0
FBgn0032072,0,1,0,0
FBgn0032069,0,0,0,0
FBgn0032068,0,0,0,0
FBgn0032067,2,0,0,0
FBgn0032066,0,0,0,0
FBgn0003209,5514,5423,4900,4983
FBgn0004914,6237,6702,5749,5894
FBgn0032059,2305,2358,3064,2819
FBgn0032058,5,0,9,5
FBgn0051888,0,0,0,0
FBgn0032057,0,0,1,0
FBgn0032074,11,11,5,21
FBgn0032075,31,28,79,68
FBgn0052985,3,6,3,0
FBgn0052984,0,2,2,2
FBgn0032082,648,719,1569,1556
FBgn0040963,1,0,0,0
FBgn0032085,2,1,9,6
FBgn0032086,1,2,0,2
FBgn0040964,755,804,1097,929
FBgn0015316,57,64,98,76
FBgn0032087,0,2,0,0
FBgn0032088,0,0,0,0
FBgn0032094,0,0,0,0
FBgn0032095,0,0,0,0
FBgn0051609,0,0,0,0
FBgn0032096,0,0,0,0
FBgn0052982,115,87,180,265
FBgn0032100,0,1,0,0
FBgn0032101,3314,4148,6970,6096
FBgn0051708,1,0,0,0
FBgn0032090,0,0,0,0
FBgn0032089,21,17,20,13
FBgn0013746,7856,10730,11894,11238
FBgn0011705,4772,6102,15411,14863
FBgn0032084,2196,2943,2324,1873
FBgn0032083,8,4,2,7
FBgn0032080,0,0,0,0
FBgn0032079,505,522,2145,2088
FBgn0032078,5821,5398,9077,8480
FBgn0041092,1845,1934,3136,3924
FBgn0032109,0,0,0,0
FBgn0010314,6694,8511,10130,9351
FBgn0026439,377,132,790,616
FBgn0032110,1,0,0,0
FBgn0032111,1,0,0,0
FBgn0012036,16608,14384,51918,48909
FBgn0032116,254,270,600,421
FBgn0011232,7274,7993,7826,7199
FBgn0032119,4,4,4,4
FBgn0032115,0,0,0,0
FBgn0032105,6559,6248,11227,10134
FBgn0032104,1,0,0,1
FBgn0051885,0,0,0,0
FBgn0002973,3585,3798,6231,6128
FBgn0032123,11637,15262,9416,9415
FBgn0032122,0,3,7,0
FBgn0032124,58,36,73,59
FBgn0032125,14,3,18,27
FBgn0032126,2272,1286,6282,4779
FBgn0032127,44046,17575,61773,52988
FBgn0032131,0,0,0,0
FBgn0019809,0,0,1,0
FBgn0040070,19205,19926,22973,17559
FBgn0032135,4095,4893,4761,4530
FBgn0032136,17,6,12,12
